logID,layerID,layerType,neuronID,activationFunction,lastValue,weights,bias
31,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
31,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
31,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
31,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
31,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
31,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
31,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
31,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
32,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
32,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
32,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
32,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
32,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
32,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
32,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
32,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
32,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
32,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
32,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
32,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
32,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
32,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
32,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
33,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
33,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
33,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
33,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
33,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
33,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
33,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
33,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
33,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
33,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
33,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
33,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
33,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
33,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
33,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
34,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
34,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
34,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
34,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
34,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
34,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
34,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
34,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
34,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
34,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
34,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
34,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
34,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
34,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
34,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
35,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
35,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
35,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
35,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
35,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
35,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
35,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
35,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
35,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
35,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
35,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
35,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
35,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
35,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
35,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
36,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
36,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
36,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
36,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
36,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
36,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
36,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
36,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
36,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
36,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
36,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
36,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
36,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
36,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
36,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
37,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
37,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
37,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
37,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
37,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
37,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
37,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
37,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
37,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
37,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
37,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
37,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
37,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
37,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
37,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
38,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
38,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
38,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
38,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
38,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
38,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
38,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
38,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
38,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
38,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
38,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
38,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
38,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
38,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
38,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
39,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
39,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
39,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
39,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
39,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
39,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
39,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
39,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
39,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
39,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
39,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
39,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
39,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
39,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
39,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
40,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
40,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
40,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
40,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
40,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
40,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
40,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
40,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
40,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
40,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
40,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
40,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
40,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
40,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
40,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
41,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
41,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
41,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
41,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
41,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
41,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
41,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
41,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
41,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
41,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
41,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
41,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
41,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
41,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
41,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
42,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
42,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
42,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
42,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
42,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
42,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
42,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
42,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
42,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
42,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
42,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
42,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
42,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
42,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
42,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
43,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
43,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
43,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
43,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
43,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
43,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
43,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
43,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
43,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
43,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
43,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
43,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
43,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
43,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
43,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
44,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
44,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
44,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
44,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
44,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
44,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
44,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
44,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
44,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
44,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
44,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
44,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
44,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
44,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
44,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
45,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
45,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
45,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
45,0,CONV,3,tanh,-0.556349,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
45,0,CONV,4,tanh,0.520819,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
45,1,FCL,0,SoftStep,0.201443,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
45,1,FCL,1,SoftStep,0.165856,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
45,1,FCL,2,SoftStep,0.346924,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
45,1,FCL,3,SoftStep,0.103278,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
45,1,FCL,4,SoftStep,0.447836,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
45,1,FCL,5,SoftStep,0.119254,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
45,1,FCL,6,SoftStep,0.165907,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
45,2,FCL,0,ReLu,0.767057,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
45,2,FCL,1,ReLu,1.00071,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
45,2,FCL,2,ReLu,1.86511,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
46,0,CONV,0,tanh,0.998486,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
46,0,CONV,1,tanh,0.999667,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
46,0,CONV,2,tanh,0.997598,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
46,0,CONV,3,tanh,0.989911,"[-0.705374,-0.668203,0.97705,-0.108615,-0.761834]",-0.990661
46,0,CONV,4,tanh,0.99909,"[-0.982177,-0.24424,0.0633259,0.142369,0.203528]",0.214332
46,1,FCL,0,SoftStep,0.00548563,"[-0.667531,0.32609,-0.0984222,-0.295755,-0.885922]",0.215369
46,1,FCL,1,SoftStep,0.00432889,"[0.566637,0.605213,0.0397656,-0.3961,0.751945]",0.453352
46,1,FCL,2,SoftStep,0.0114822,"[0.911801,0.851436,0.0787072,-0.715323,-0.0758385]",-0.529344
46,1,FCL,3,SoftStep,0.00251205,"[0.724479,-0.580798,0.559313,0.687307,0.993591]",0.99939
46,1,FCL,4,SoftStep,0.0174255,"[0.222999,-0.215125,-0.467574,-0.405438,0.680288]",-0.952513
46,1,FCL,5,SoftStep,0.00295195,"[-0.248268,-0.814753,0.354411,-0.88757,-0.982421]",0.83758
46,1,FCL,6,SoftStep,0.00433047,"[-0.448225,-0.454207,0.175817,0.382366,0.675222]",0.452986
46,2,FCL,0,ReLu,0,"[-0.0301217,-0.589282,0.487472,-0.0630817,-0.0840785,0.898312,0.488876]",-0.783441
46,2,FCL,1,ReLu,0,"[0.198096,-0.22953,0.470016,0.217933,0.14481,-0.277322,-0.69689]",-0.549791
46,2,FCL,2,ReLu,0.363132,"[-0.149693,0.605762,0.0342113,0.97998,0.503098,-0.308878,-0.662038]",0.314615
47,0,CONV,0,tanh,0.312107,"[-0.997497,0.127171,-0.613392,0.617481,0.170019]",-0.0402539
47,0,CONV,1,tanh,0.793577,"[-0.299417,0.791925,0.64568,0.49321,-0.651784]",0.717887
47,0,CONV,2,tanh,0.0917772,"[0.421003,0.0270699,-0.39201,-0.970031,-0.817194]",-0.271096
